UDI,Server Type,CPU Utilization [%],Memory Usage [%],Air Temperature [K],Disk I/O Operations,Network Latency [ms],Power Consumption [W],Machine Failure,Vibration Level [g],Cooling Efficiency [%],Network Throughput [Mbps]
1191,L,47,87,292.3009806492932,1974,33.62586393580186,390.83794723519105,0,1.3927755554531374,56,908
1192,M,28,83,297.7231827806541,2270,22.345291616436178,411.0418159687351,1,1.554882270117661,67,432
1193,L,23,42,291.7821902661108,3816,31.67114391736801,359.5493752775087,0,2.3679420461953438,97,521
1194,M,30,71,298.3037909209615,1976,27.780097598502028,400.983780659695,0,1.5982179870883344,69,157
1195,L,24,21,295.705212768025,3733,31.86761884950181,252.78816050295936,0,1.6237032734939412,75,117
1196,H,12,58,298.118730864955,1620,28.461957741199747,368.28586961527276,1,1.4996365172692456,83,403
1197,H,46,97,296.78425673059905,4643,25.527833830883253,340.2405583170275,0,2.133700466434609,88,419
1198,H,55,87,290.65077078448314,1554,29.47548552878616,425.4017044690173,1,0.9081761557299061,86,307
1199,M,25,14,294.32400259670567,4499,36.188077259133614,241.34405856657798,0,1.1730502497026614,63,856
1200,L,23,60,292.4935668533796,1549,26.981207614329115,313.48602334686234,1,1.2494683306856285,64,915
1201,M,18,78,297.98753163272266,3410,30.99922192144782,284.26388789810926,1,1.7651225485121318,65,942
1202,L,16,41,296.6011937260789,4841,26.632639523822533,360.742545793391,1,1.364090464826376,72,957
1203,L,23,58,295.30283181574237,1593,20.177784498264934,362.6515769031135,0,1.741138607906443,83,972
1204,L,15,69,294.17503280659787,2419,30.375376090321062,351.8836267560605,1,0.7301751715439602,69,676
1205,L,94,55,295.8470556921241,2756,49.45688470639552,390.13695963953603,1,1.597133897994018,68,323
1206,M,24,77,293.08371129147565,2942,23.314634213000666,405.2006644227642,1,1.1296572759229007,59,848
1207,M,61,50,295.56265375989676,1622,34.79271809975152,368.19536825104154,0,1.7638472737210935,99,861
1208,L,81,90,294.7534661676386,4848,18.144275463374743,283.3832980739094,1,1.1759782038172482,83,919
1209,L,43,76,293.36645071957565,4207,29.723839572828798,322.21938465528757,0,1.2639406773901158,89,531
1210,H,10,22,296.39092116695866,1433,23.036353969262585,384.2408975065009,1,1.0864486883866387,87,746
1211,L,78,27,298.77162178449765,4919,32.16271399015109,362.5935412107294,0,1.1656306533704834,100,289
1212,L,95,96,292.14331848490093,1317,27.238631852554377,317.8307962056817,0,1.4882403390578878,57,497
1213,L,29,60,296.8893969274354,3582,27.058094229959124,401.79427856128933,1,1.3896278461215927,100,204
1214,M,89,45,293.3852553120559,2524,24.33665731094485,379.537435595332,0,1.280183924682567,70,757
1215,M,16,90,296.1680340169176,4420,19.252836250934635,401.1018703325759,1,1.0255766740942316,50,752
1216,L,16,43,293.76566593212453,4130,28.528824314494283,369.0220855994286,0,1.2775125365538922,94,572
1217,L,59,21,294.4005764907526,3825,26.44738967485179,314.3392123221934,0,1.818561554033962,98,455
1218,M,11,14,294.5983890099135,3187,27.91572429667152,422.7815469284198,1,1.5433063204382471,91,609
1219,M,56,57,297.72268664455385,1892,28.28932223456131,384.13169262573246,0,1.6138039052757682,67,756
1220,L,23,100,294.81591170500644,1627,25.79787690753983,376.71100384723945,0,1.9151934757325895,98,730
1221,H,40,49,294.3216453834353,2227,30.59426727935719,395.19607570908545,0,1.7705686502842892,72,788
1222,L,59,22,294.8342216163553,1157,28.908798122631097,336.9752755725275,0,1.8735578755714688,65,749
1223,L,70,35,298.7921664871036,2353,34.12758922631509,378.6139254706014,0,1.5549585028860102,96,179
1224,H,50,23,296.12017370520863,4021,41.89645504970325,344.6489475152913,0,1.3229090371005126,91,337
1225,L,23,20,293.77910759576827,3243,31.14064808163907,313.16321754340026,1,1.5290167819388882,74,837
1226,M,14,47,297.9963037837822,2454,35.53458509250744,282.8253507072991,1,1.5327124464300605,54,890
1227,L,84,89,295.361127748376,3771,30.627181578381723,249.1878096248737,1,0.8968630441258044,60,754
1228,L,14,66,293.2742375621008,1552,32.32692949920205,369.21572236750995,1,1.396245500675015,92,170
1229,H,73,31,295.787411493396,2894,28.370001153657896,313.00515415091604,0,1.8221036563136377,95,774
1230,L,38,25,294.69966499496945,4590,29.487483261901573,324.9218656814095,1,0.9019212694812893,55,946
1231,H,84,86,290.0,1861,26.024207740099357,311.50871514920954,0,0.9740920766773625,96,797
1232,L,14,85,295.66149465040047,3931,37.08836360182933,273.8595632912211,1,1.1862849242437057,63,507
1233,L,45,91,292.84926143680417,2640,34.83975443293684,403.35591229761053,0,1.3123751900210152,93,138
1234,L,88,38,292.4546769964305,2495,31.275717994572357,451.40404580249816,0,1.43970034228661,75,158
1235,M,28,91,291.11381328773854,3505,24.87369077248099,260.1615477412526,1,2.0540212877724326,76,812
1236,L,73,11,295.2563809963626,3867,29.117544291406837,369.3652037297549,0,1.7141046163147857,63,132
1237,H,31,63,294.70493856692656,4116,34.83727144218579,290.7955918114719,0,1.5759834349840787,92,901
1238,L,43,11,296.89816524749506,3085,42.2296919019472,390.4485643806963,1,1.4447995261869844,78,634
1239,H,65,12,293.4050282565374,1675,30.385966691228187,420.62159177448876,0,1.4720803070124078,67,155
1240,L,26,65,294.03739429483255,4664,36.1272121197297,388.92057994212917,0,1.7684975549960185,67,400
1241,H,85,81,298.95913460264876,3388,30.86693607240876,303.97979866201104,1,1.858686945829404,63,857
1242,M,98,20,291.0501552448968,2593,36.37891554910844,314.8269106369886,0,1.2780761820045488,56,195
1243,M,65,85,297.4317945217487,1301,19.5474914886142,328.2232942517471,1,1.6249383677955471,77,504
1244,H,26,41,293.44041942651836,3682,25.69501215693583,384.6853765013506,0,1.5486952308794963,54,547
1245,M,83,13,300.0,4778,31.566735637467,338.95929968363714,0,1.823904583548123,98,313
1246,M,91,18,296.4443095327538,4264,23.916166896442586,384.56816426534874,1,1.934545699087952,89,485
1247,L,27,97,293.74404247776243,2937,32.12227493903854,350.6232445818721,1,1.6076668888658374,98,271
1248,L,54,65,292.21248808615286,1897,30.197400556537087,346.6806505939309,1,1.4502882017699452,64,364
1249,H,87,25,295.8184989054405,1615,21.97225739563944,356.09355504280023,0,1.026318925966084,98,951
1250,M,65,90,291.18038260594335,2647,21.039897559173813,348.12608191827314,0,1.1614368881011485,83,268
1251,M,89,95,296.37703287235445,1131,31.664869438151474,272.10610865332467,1,1.5645410634840182,54,946
1252,L,59,80,292.21254035427313,2631,24.26461676525959,302.43899907759067,0,1.8571706625623026,53,334
1253,L,67,19,293.0602842745293,2618,27.71387543468736,432.47543203799444,1,2.0082378681973294,66,779
1254,L,27,45,290.0,4539,33.154727073732815,373.8200169653392,1,0.8417575204123702,50,157
1255,M,89,33,295.2602738353994,2193,29.59055980031199,440.1129927968393,1,1.3669407545491614,59,327
1256,L,90,73,295.5587838440944,4632,27.885068544525794,305.6853264044245,0,1.569285100433786,83,568
1257,L,16,65,295.0567369977837,1944,22.415907944563912,349.78138399946465,1,1.7615991439784946,99,690
1258,L,85,87,291.55539980074593,1884,37.4990653029755,340.1321865658218,0,1.3792939934033468,82,477
1259,L,19,87,297.8692875139348,4718,34.026619151422,297.76212326557965,0,1.409833271241131,91,250
1260,M,78,98,294.6759043575974,2288,26.778589269547364,265.933072034059,0,1.5491826836475349,76,168
1261,L,94,31,293.95640263050717,4270,25.484509214184325,300.52468919303004,1,0.9315711057631358,73,607
1262,M,12,61,296.606451121049,2306,27.190575712361213,402.38252788640574,0,1.3824196419627262,100,133
1263,L,92,59,294.11936185981045,4476,25.104149238106253,326.11034275992455,0,1.368223345335564,92,763
1264,L,53,56,295.88243200986244,2570,28.5165869963961,334.2350132839586,0,1.6083697006626512,77,509
1265,L,79,32,293.4394638280775,4927,35.580998370896744,349.5349714177111,1,1.6315822484655553,68,683
1266,L,23,99,296.63231578771956,4551,35.058087977653585,358.1386211620004,0,1.3066006913327401,51,107
1267,L,13,100,296.58096725696356,4275,35.04135658048311,334.93559665451977,1,1.4954575403827552,50,973
1268,L,27,85,294.0936358233114,1470,23.51246361689629,330.55666668653924,1,1.5201176668449483,94,219
1269,M,61,92,295.3045180455155,2955,24.821294724617992,369.8866062715217,1,1.4141489663637625,74,553
1270,L,47,28,294.9503865849445,4824,34.81201886492805,431.4685331170184,0,1.806258581164807,52,701
1271,M,89,61,294.74981043135097,3396,32.25407490512074,319.21595095884464,1,1.4455680562374793,56,846
1272,H,29,43,292.6240671852754,4906,27.82704145199818,273.4640996563652,0,2.1428622941877524,74,389
1273,M,97,38,292.9053363965095,3090,33.55759868376806,318.6418975973696,0,1.258010807633072,64,791
1274,L,53,70,294.2294455999214,3823,32.523924102084955,345.01389834158925,1,1.7256817138248515,53,446
1275,L,60,94,295.1376529404241,3529,22.336738992468383,257.93350777865635,0,1.8273723411256415,51,306
1276,L,28,44,293.2328455614547,4448,18.71002360068608,354.97072481210324,0,1.1637367372804808,55,437
1277,L,77,14,295.0288915374133,1077,29.935041741920585,378.6440478740976,1,1.6514867224781,84,227
1278,H,75,85,290.421289756924,2059,19.20294501272494,298.3677250715275,0,1.9154895694117549,83,549
1279,L,22,16,295.00580124976153,4454,35.47791904604522,335.22759946120414,0,1.678646373855844,70,275
1280,L,71,50,295.1542272058018,3863,32.55257296664391,383.85452643965345,1,0.8174243905223152,71,108
1281,M,70,11,296.63745767203915,2197,28.16042909265182,348.40990392776223,0,1.7494601759701789,90,755
1282,M,39,98,297.8453416645042,3975,23.837857049009433,357.8414961152047,0,1.6432207697773322,78,552
1283,M,39,19,296.36878703375373,1646,25.316281685602362,344.7884688769429,1,1.6543091555995493,98,726
1284,L,60,53,298.5948359198762,2353,14.863490487625167,354.54115759977856,1,1.4190658448547542,63,892
1285,L,97,79,294.941435487704,3699,36.97160175414306,428.9558999297918,1,1.2082113691807916,95,826
1286,M,57,100,295.0925917457204,2078,30.96974671825197,378.740067600685,1,1.9950174053475607,91,487
1287,L,42,44,296.6133618084666,1763,29.098696429339885,248.2306673096675,0,1.8747054325829386,98,962
1288,L,83,71,294.7862716703843,3326,39.175433632602015,358.28083061402407,0,1.8764549333550096,56,911
1289,L,91,83,294.33815649950407,1458,25.259253371310372,438.224593745429,0,1.4305852008652062,54,822
1290,L,28,82,297.74843261868256,1691,28.99113587190333,352.44062633917144,1,1.5759191763299116,64,811
1291,L,80,29,296.44740406780613,3572,26.52343994505558,259.64996793994203,1,1.6899902439027361,97,713
1292,L,66,44,296.3194836860762,4787,40.403823527001364,298.92737357240645,0,1.5728097469219973,63,466
1293,M,28,46,293.2714566561979,2478,28.554319802288056,345.0537511440488,1,1.538067306127411,86,140
1294,M,97,81,296.8874354784216,2844,30.9255480841767,310.35161873955354,1,1.7458637251087725,84,884
1295,H,88,63,295.16458067967426,4646,38.10408153724447,431.0752871997813,1,1.2843962656043497,98,224
1296,L,50,89,293.0206915704801,3539,35.421491169791906,296.8192904087103,0,1.9548702514728333,77,374
1297,L,51,37,296.3938549288389,1073,21.873739583530146,347.6919832641471,0,1.515763119157277,86,928
1298,L,96,79,292.6018776344328,2478,28.425173157846338,349.71494225265377,1,1.2654345838848542,75,622
1299,M,61,41,290.1846903133065,1818,29.649014663249062,427.3907856160098,0,1.2414398729694471,55,741
1300,M,13,20,291.3898066994863,2977,30.80231589396847,345.5761585851747,1,0.994595469274763,97,104
1301,L,13,51,294.5030675805185,1154,31.575405987968576,406.8873703965081,1,1.6638287672834404,96,582
1302,H,14,32,298.0821901787541,1518,25.469602580506916,337.31733434380834,0,1.2727304427794324,57,346
1303,L,50,39,295.62560939997667,1374,37.64018112495726,343.8872302415565,1,1.5327558024595516,59,419
1304,M,96,18,294.7950337283617,4377,32.2288154437517,331.38315468673284,0,1.573143763292365,95,116
1305,M,70,97,297.63827373088407,4991,33.251925223471574,262.95969962327797,1,0.6942759537884322,71,968
1306,H,84,68,296.02050390575215,1342,36.863869068053255,400.3397544798258,1,1.4229256045758591,59,288
1307,M,64,37,297.04801651014515,3712,31.383191097063172,385.985509557172,0,2.107520189582266,68,178
1308,H,84,97,296.94460303053893,3091,28.955083987098433,349.13019109598105,1,1.7047381188982496,81,186
1309,L,22,88,294.37254164369193,1547,28.185140984246473,326.6251157294961,1,1.5867102359925411,63,793
1310,H,23,42,294.53669502372514,4512,28.87484438480325,288.4587396966237,1,1.388643867322968,73,398
1311,L,69,56,293.3330828194239,2120,29.192532843050632,322.8164173680841,0,0.6449415187270494,67,693
1312,H,81,31,296.66150162226575,3212,20.441028048764238,348.28623573504524,1,1.5300870400948634,76,776
1313,M,34,38,292.54475885564267,3793,26.894899666993272,365.79532942783237,0,1.5654047859305305,67,294
1314,H,91,43,293.2280534026032,4174,24.533539461535092,373.36808836230773,1,1.205545635869075,53,901
1315,L,53,51,294.8599711223862,1435,19.856132596716392,304.3984923618402,0,1.2341824312307519,78,315
1316,M,91,61,295.2198525598226,4452,30.7844881792965,306.50617539759077,1,1.3395005950710561,80,606
1317,M,19,56,296.1733288188508,3494,32.21744079572203,346.3727872810098,1,1.5657941144681897,52,293
1318,M,80,83,294.91672490126047,2030,25.693434621035927,332.9400448558085,1,1.00629916094329,66,567
1319,L,59,60,294.27260201843467,4165,28.599273218749804,383.83697351177426,0,0.9194333275827762,52,683
1320,L,53,54,296.4460875467868,1443,32.82841053767034,279.8459310773042,1,1.7154605713898563,56,720
1321,L,23,84,296.828610629289,1478,28.492473318876534,378.8554506324745,1,1.3399845399589596,80,607
1322,L,24,43,291.6004101344863,4704,29.31809134089482,353.0225048954648,0,1.8779793279305508,76,846
1323,H,25,30,297.13908724900557,2900,28.776419775298823,319.0817275081964,1,1.1829284253787475,87,812
1324,L,11,22,294.34636331412037,2517,33.00842276255061,366.076467347105,1,1.44645857170315,52,641
1325,H,39,63,298.1961464920809,1036,29.91609814495154,379.5888767967463,0,1.8376480732260554,62,927
1326,L,39,34,293.69963769614725,2556,28.37328894054442,254.85564521877473,0,1.8631573747614756,67,281
1327,L,91,30,293.0109832986321,1097,27.626068092816855,447.4409484570276,1,1.5192968585146955,71,942
1328,M,40,10,296.29605542172783,3861,25.81239208609152,347.84166136290276,1,1.148863886725247,94,952
1329,M,86,67,299.26162478323465,2044,32.98546450858342,373.04683799681237,1,0.9461142372820557,61,535
1330,L,29,78,291.7544949692718,2255,32.830544320092656,371.69243768718206,1,1.470415963386022,88,306
1331,M,58,95,296.67678594396483,1467,29.969570272474034,358.369285063641,1,1.770687416144985,99,799
1332,M,44,80,296.12064776865674,1353,34.68954557362655,323.90551997803186,1,1.262861189208586,68,404
1333,L,32,22,294.9347632285437,1071,30.053977620798506,354.6100752441309,0,1.7252184964056019,95,958
1334,H,70,61,299.1466612017441,2375,31.622831067826308,350.1840463862408,1,1.0085321418709992,79,719
1335,H,93,32,291.1734419816825,2075,27.151993012265237,364.2022745878322,1,1.508310813295776,93,528
1336,M,64,30,297.22489011535174,2245,35.99530996284763,426.5506313161886,0,1.7509348841547645,80,957
1337,L,76,15,296.9457263155096,2023,30.810470201997568,334.7626648622741,0,1.7891636193570957,66,152
1338,M,17,29,297.3948473240448,2820,31.933092403476984,304.1030725704815,1,1.580124854378197,77,535
1339,L,49,85,297.141444563918,4396,30.33377027964992,352.2303873098321,0,1.3668387140386398,90,291
1340,L,68,49,295.4707225921043,1989,30.421377354168385,313.21745628565077,0,1.2952370813201328,53,825
1341,L,41,18,294.3898506142696,1459,31.305119215612393,294.4177088998549,0,1.0014348667710047,54,393
1342,L,16,59,293.77925191303115,2190,19.732003826663963,312.91291203492,0,1.345042715952161,84,938
1343,H,11,37,296.17543612430933,2306,32.119410846112956,280.28441597368686,0,1.943752514360313,56,103
1344,M,94,20,294.98751891445545,3548,26.441599183103314,285.71139823823705,0,1.439585803610781,65,404
1345,M,15,84,294.5784920194513,1716,28.842749550388493,423.03635013523177,0,1.5221247991418998,75,550
1346,L,45,97,293.89259717007513,1366,26.720603652959777,402.7493676156963,0,1.580909287298224,69,252
1347,L,41,65,294.18473808754186,4721,34.15416832885199,348.3522637761704,1,1.3908590726883123,53,696
1348,L,54,88,296.5540499511553,4107,26.038855623843457,295.8466576003114,0,1.7584998940309027,81,163
1349,H,51,44,295.037230927017,1606,28.527172681497227,256.14093235914424,0,1.5491988935018899,58,726
1350,L,62,90,297.41843443707023,3575,26.75361105182224,335.8839176137737,1,1.4463443893446772,52,123
1351,H,18,34,292.2938481107328,4046,26.290466494715915,382.46807233488494,1,1.2796455590860736,100,164
1352,M,84,28,296.2410821394416,1748,26.347760805893714,343.97279928464263,0,1.7269304348734609,81,151
1353,L,96,40,292.983790584516,2699,23.786640380593212,397.0867587279407,1,1.557975355338875,94,278
1354,M,84,90,297.41840300462286,1601,27.183806969977944,328.54495849757353,1,1.504529477818571,99,341
1355,L,58,59,297.4717806197981,1619,30.96339441173513,335.58804220563775,0,1.486099480900419,51,981
1356,H,11,96,292.1794964045875,4667,25.443059597191393,376.91736375925655,0,1.6371790017250905,77,344
1357,H,76,72,293.46884869089496,1254,30.628459800795028,283.0994699194038,1,1.203064101669634,54,426
1358,L,20,56,293.5543807256131,3977,32.649178149299686,360.0720924237233,0,1.1887309954902987,63,124
1359,L,59,10,297.52516037832277,3724,29.310246793049657,357.6673661047668,1,1.6062560112626103,94,808
1360,M,44,67,293.81183828592344,2223,24.04747420626171,338.3985281914869,0,1.7377434422264917,59,405
1361,H,24,19,296.38001751647414,1835,21.204191092854806,416.9344399476545,0,1.0440170134785554,93,751
1362,L,84,17,293.6776217346878,2850,34.04702431754726,384.4512337642279,0,1.6951700175937807,81,327
1363,M,40,35,297.1509007644861,1668,37.71584273676118,270.81707266584556,1,1.8875462763450712,87,631
1364,M,71,43,297.34938474990383,4102,37.0496350333119,330.9266677327053,0,0.8715164530411141,96,281
1365,M,37,28,298.33980109327393,4649,31.50662196360959,315.1546037619006,1,1.3010463905107377,77,511
1366,L,34,87,294.6571158996399,3648,31.5506352813665,344.1431871269656,1,1.509395585694622,50,789
1367,M,93,81,295.0055773920037,3533,28.90833482219386,300.6048687856618,1,2.230198721666558,52,886
1368,H,34,10,294.72176105161367,3306,28.821392953959347,297.1905423275244,0,1.4126184475704362,88,850
1369,L,84,57,295.0527622977361,1252,26.360851792597437,341.6124730367268,1,1.3814877719865117,74,601
1370,L,92,34,294.14878132253034,1493,25.768603842512157,354.0265666853058,0,1.5917847843854847,79,457
1371,H,10,33,297.11411433658037,4305,20.639072130669526,308.86722896604294,0,1.2412418683766346,85,161
1372,L,68,56,293.47863462703754,2130,33.49961930394115,303.09685581072506,1,1.4996007543432652,87,470
1373,H,78,93,294.7108432681107,2604,32.75368831053949,270.82058073535643,1,1.4544339660377488,79,874
1374,L,83,78,295.3851863421199,3837,28.104620940029886,365.9287590245723,0,1.8990175148452637,64,354
1375,L,51,76,295.98088752480413,1335,36.282296770937116,330.35422795205875,1,1.4934003478954974,80,423
1376,H,43,41,292.618366573234,4784,41.1703684032687,320.1626420809573,1,2.2155172682302156,92,954
1377,L,75,26,294.50824723488864,3100,22.555810707605072,391.66687973999836,0,1.101754258879202,74,704
1378,M,27,70,295.0441693142949,2776,32.83497553473947,222.2405551699336,1,1.4512082878434838,72,780
1379,L,86,78,296.6045449469785,2867,29.89321100199215,376.26130278884693,0,1.5126148558854,95,435
1380,M,14,20,294.5728247508568,3734,38.050923289849564,421.0674090576045,0,1.5244662184744762,75,780
1381,L,29,47,294.79568704740393,4113,27.401144763186146,245.40685829642047,0,1.0840373234667726,99,437
1382,L,75,77,295.27487943142586,4331,35.310310088624696,252.22975394947179,0,1.5944635047335207,71,578
1383,H,84,28,297.098411087635,4440,33.44401902287518,277.39596308267016,0,0.9961423081570968,65,263
1384,L,71,96,290.8968631462682,1209,35.764264862499004,289.7399748383372,0,1.1819108772377134,66,413
1385,M,41,26,295.21209935110386,4537,26.377853279547775,400.0167081325598,0,1.2814966876384584,76,238
1386,L,67,22,297.3386974574323,4113,28.07182214671759,336.5391004374842,0,1.6817939877825328,66,506
1387,M,59,100,293.34562761775777,2012,32.637293005541984,451.56086440714944,0,1.7052161019769945,66,442
1388,L,47,10,293.4942785177233,2376,35.65741553015633,331.2991523394528,0,1.5852800244022884,69,367
1389,H,64,11,297.44844482314795,3729,31.109189555581473,335.3460364930562,1,1.3617896493264325,51,550
1390,L,37,91,294.3018196049923,1893,20.50682601021581,416.30866050398765,1,1.7913189583567617,85,439
1391,L,83,75,294.3607166360343,2282,35.930554338609554,222.1961524901102,1,1.381560767796394,72,570
1392,L,95,77,295.55437199476285,1336,36.47905410711747,355.4683813322655,0,1.1998030827793325,77,390
1393,L,90,25,290.0,3763,27.25412530431465,377.20213943423505,0,1.7446508616329444,75,708
1394,M,31,13,291.3631634327953,2418,34.2540209568579,405.76400050945296,1,0.8080326748407215,92,606
1395,L,52,66,296.1590119638847,3896,32.46048272298877,394.7249906297246,0,1.5043701341795699,99,527
1396,H,92,82,294.5102632321323,1674,25.543150794187632,363.11145886958667,0,1.3155657297264503,94,280
1397,L,90,94,294.6793999669053,1104,34.44161019791903,414.7836576353918,1,1.6809011623872467,100,334
1398,L,97,32,293.68532896859745,4761,29.78463848831119,418.3879625067174,0,1.5429936945454081,61,904
1399,M,45,11,294.45000970911286,1702,23.2095173760477,382.4873000556012,1,1.4703910699843097,66,379
1400,M,61,76,297.3840651970686,2147,34.49215406122553,299.4127479457658,1,1.1083764867484385,90,822
1401,L,45,96,295.2639311132038,4781,40.574007304649356,357.59017845229977,1,1.520593540317741,77,828
1402,L,37,35,297.1190339807453,4170,18.483738449644427,391.0615992183813,0,1.596877589515407,60,232
1403,L,87,16,294.6912261011667,3053,31.52908575161905,336.10710125941546,0,1.3853780868735635,87,301
1404,M,67,53,295.0386387554514,3847,31.331761079348382,384.9313848000334,1,1.4849173917128857,94,406
1405,M,45,42,295.65106841176373,2290,24.229217318944407,346.5921554442971,1,1.720000568533796,60,466
1406,L,79,73,296.0531184358346,4114,35.131736952626305,321.591618634169,0,1.3221394878580401,64,683
1407,H,18,45,293.3051853848923,4878,24.540856488260964,357.4842471868796,1,1.0640899926288845,75,373
1408,H,30,13,294.94838222276275,3700,30.422222012563864,281.5600911883576,1,1.7444138595702727,78,475
1409,M,73,32,293.64929821404183,2292,26.257291637791038,362.6375277432204,0,1.6467383198083945,75,732
1410,H,85,34,298.0180307536481,3598,24.87095299111374,314.2005666874964,0,1.7133812158623616,72,459
1411,L,70,99,291.55155428579013,3989,31.856224915151074,378.9004932360495,1,1.3174017478692828,60,256
1412,L,49,94,296.17216098062636,1673,26.441466097439463,293.1910970590236,0,1.500688065375925,53,349
1413,L,65,83,293.45324009411405,2218,36.402403496435696,445.76979866585157,0,1.5823322809932236,59,432
1414,L,13,36,292.7301317986089,3975,30.109261856013454,298.8438723055068,1,1.6978612265034347,91,388
1415,M,40,60,294.3955399263961,3371,34.30124269322437,392.83505080463794,1,1.6215167969945736,89,140
1416,H,36,88,297.58060787211934,3663,33.99153465996246,342.5258345552665,0,1.3261837784561918,82,868
1417,L,67,90,293.7154255696907,1756,35.94463120768747,376.0377518722545,0,1.516474153095026,53,162
1418,L,34,78,291.3915167047236,2088,28.54659895157891,386.62315637742864,0,1.136011058139076,85,588
1419,L,78,89,293.1112897175334,1200,29.39117391719804,340.00959337816613,0,1.547528137921954,57,733
1420,H,79,32,295.24739139017925,4952,25.56086096295949,341.7211628520206,0,2.0296799995957326,71,693
1421,L,14,18,291.766627187177,1241,30.698191378643557,340.58359862425516,0,0.9582385453565825,70,179
1422,M,100,42,296.4424563840154,4078,26.003381289360096,251.9804262370079,0,1.4313517492905767,79,123
1423,L,17,44,291.83760961744,4290,35.679024337263996,391.70189399423884,1,1.4298427944748042,79,705
1424,L,18,59,294.03561304452825,3050,25.41772203664182,352.08295466250877,1,1.5457966512098966,65,610
1425,H,24,33,296.637974550526,3901,27.822044078118154,332.99995129377726,0,1.3959244277634104,95,665
1426,H,16,97,293.9955558008503,2487,32.72478948944927,343.4325910780923,1,1.1361010137156755,51,105
1427,L,81,33,292.31364766825214,1967,32.52313322798018,327.8677676915065,0,1.5993687215069543,72,838
1428,H,24,28,294.8183465795782,4012,24.27508706515235,247.99127102566064,0,1.6952020793230473,83,541
1429,M,46,48,294.0133819297518,3352,26.99788305393363,328.10381831643116,0,1.8944055052616382,79,347
1430,H,92,70,297.4235714623035,1313,28.460068602492118,349.62993574090603,1,1.6259941671392704,77,245
1431,L,48,34,296.6439594961616,3525,29.15912176631187,309.42181619132214,1,1.7911272420752398,54,936
1432,M,15,34,296.0126581445464,3843,30.985327383610368,352.5655456110925,1,1.2371124581452881,84,842
1433,L,92,36,295.0431095043204,1882,33.773893810408595,392.41038931767207,0,1.3063624620671543,58,942
1434,M,66,41,294.56234954730485,4482,29.296870154645166,320.22884344765737,0,0.9237979426572072,87,657
1435,L,90,20,294.5518701944151,1497,30.46765065960634,278.04977939577964,1,1.7569975465008103,95,468
1436,L,28,78,291.58068700280506,2557,26.07417609903552,352.4948492576252,0,1.4483888933406084,68,219
1437,L,72,42,295.00589377713186,4677,37.50704810472228,371.32581274540547,0,1.5907661241013582,90,966
1438,M,40,28,293.4149902583899,4428,32.058760198511536,435.8364956957926,0,1.7407062635614516,56,529
1439,L,84,25,294.8287617381558,3118,28.574814599751587,325.7277866597672,0,1.7933430751131128,75,749
1440,M,88,20,295.1043233450252,2905,36.14613053841981,351.7055919240214,1,1.3403894273967631,63,437
1441,H,19,84,294.0288049382556,4805,31.85230530600385,410.70292553218195,1,1.2947849545493562,81,890
1442,L,96,83,296.8661962414091,4084,31.09973720939958,307.0268459350209,1,1.369336162229924,88,136
1443,M,76,78,292.85010385228884,3453,30.023923599558852,377.81336535676047,0,1.1807573556144009,79,187
1444,L,71,96,294.01205558053323,2994,35.08000511281963,376.15941817103294,1,1.5440315732163141,59,259
1445,H,12,64,294.3432293827297,2540,38.06557595965802,380.90189640736384,1,1.8097176703031241,51,772
1446,L,27,34,297.31092565237213,4093,34.99543224787598,320.6951160682763,1,0.9462061492212979,87,844
1447,M,34,86,295.0621234949193,2998,30.16229484349332,304.0288251658479,1,1.3806624172462523,54,171
1448,H,29,43,294.9652317069426,3942,36.6971564824571,337.2322009333839,0,1.0952420213299292,55,272
1449,H,67,21,296.74102612711096,2332,28.696649333195932,349.3673242905693,0,1.2457655634734626,77,754
1450,M,95,97,293.95587979590306,4366,25.589903840541904,283.0453077567246,1,1.3588486090267982,64,585
1451,L,59,30,296.75032073359796,2572,34.04931225999824,376.0026555669401,1,1.8763518961257732,78,778
1452,M,88,38,295.7955991253996,3078,37.20254101158197,391.98616529458695,0,2.0027155121659406,79,131
1453,H,19,60,297.47500140507583,4133,29.9984958859069,287.5346364340595,1,1.721469350050966,93,846
1454,M,30,32,294.2418880086424,2244,38.241823693350184,394.94529914962345,1,1.5303084906313995,93,459
1455,L,38,42,294.41110343509393,4430,22.747847022293882,291.65275106956847,1,1.5381861899638591,80,898
1456,H,19,17,295.2843099425259,4664,29.538216942836893,313.55906694812273,1,1.7250531399207982,80,972
1457,M,22,51,294.878394036318,4454,25.73377885670908,351.35409065339263,0,1.7388131157013231,84,497
1458,M,56,86,296.5353427396822,4816,25.63647779613263,354.8426286403215,1,1.686944361704792,75,113
1459,L,32,78,294.5670923386155,2541,29.84169144530974,417.71015192425665,0,1.8019676377143,58,406
1460,M,59,50,292.8793203498837,2640,38.613772372485045,381.69362221418316,0,1.3044836868227103,97,653
1461,L,96,83,297.7090657305507,2360,36.58751355924311,363.82337343673663,0,1.447191062979412,56,461
1462,M,13,72,298.83044900936846,3209,36.97658316642565,316.4468079882632,0,1.7208096140894829,62,688
1463,L,76,23,291.86493014260594,2878,32.22336881035394,325.0355345929828,0,1.3588155233300148,69,661
1464,M,94,97,295.9603645934167,1563,28.563232064930734,301.9454166956574,0,2.1741662949246083,100,642
